Planet_Name,SNR_Emission_15_micron,SNR_Emission_5_micron,SNR_Transmission_K_mag,Rp,Mp,Tday,Teq,log10g_p,Period,Transit_Duration,K_mag,Distance,Teff,log10g_s,Transit_Flag,Catalog_Name
Kepler-307 c,,,,0.2,0.01145,,,2.869,13.0729,3.1374,12.3,585.27,5367.0,4.46,True,nexsci
Kepler-308 b,0.0,0.0,0.003,0.19,0.0162,1092.0,919.0,3.051,9.6949,2.6909,14.2,1384.3,5895.0,4.51,True,nexsci
Kepler-308 c,0.0,0.0,0.003,0.19,0.0167,935.0,786.0,3.046,15.3823,3.8909,14.2,1384.3,5895.0,4.51,True,nexsci
Kepler-309 b,0.0,0.0,0.005,0.14,0.00961,944.0,794.0,3.091,5.9237,2.6618,12.9,553.2,4713.0,4.61,True,nexsci
Kepler-309 c,0.0,0.0,0.004,0.22,0.0215,362.0,305.0,3.026,105.3564,3.827,12.9,553.2,4713.0,4.61,True,nexsci
Kepler-30 b,0.0,0.0,0.009,0.35,0.036,724.0,609.0,2.867,29.3343,4.8,13.6,938.33,5498.0,4.77,True,nexsci
Kepler-30 c,0.0,0.001,0.004,1.1,2.01,561.0,472.0,3.617,60.3231,5.7408,13.6,938.33,5498.0,4.77,True,nexsci
Kepler-30 d,0.0,0.0,0.038,0.79,0.073,435.0,365.0,2.468,143.3439,7.728,13.6,938.33,5498.0,4.77,True,nexsci
Kepler-310 b,0.0,0.0,0.002,0.11,0.0057,936.0,787.0,3.099,13.9307,2.105,12.6,612.87,5797.0,4.52,True,nexsci
Kepler-310 c,0.0,0.0,0.01,0.3,0.0357,588.0,495.0,2.987,56.4754,6.132,12.6,612.87,5797.0,4.52,True,nexsci
Kepler-310 d,0.0,0.0,0.006,0.22,0.02202,498.0,419.0,3.052,92.8761,7.1256,12.6,612.87,5797.0,4.52,True,nexsci
Kepler-311 b,0.0,0.0,0.004,0.15,0.0111,1252.0,1053.0,3.076,9.1761,4.2897,12.4,796.53,5905.0,4.31,True,nexsci
Kepler-311 c,0.0,0.0,0.003,0.13,0.00829,970.0,816.0,3.098,19.7383,4.8281,12.4,796.53,5905.0,4.31,True,nexsci
Kepler-312 b,0.002,0.001,0.004,0.12,0.00696,2415.0,2031.0,3.115,1.7724,2.454,11.6,816.22,6115.0,4.19,True,nexsci
Kepler-312 c,0.0,0.001,0.007,0.28,0.0317,1087.0,914.0,2.998,19.7474,3.4115,11.6,816.22,6115.0,4.19,True,nexsci
Kepler-313 b,0.0,0.001,0.004,0.23,0.0218,1153.0,969.0,3.024,14.9704,5.958,12.5,1079.4,5727.0,4.13,True,nexsci
Kepler-313 c,0.0,0.0,0.004,0.23,0.0224,894.0,751.0,3.025,32.2733,6.5112,12.5,1079.4,5727.0,4.13,True,nexsci
Kepler-314 b,0.0,0.0,0.011,0.07,0.00157,1607.0,1351.0,2.852,2.4611,2.292,10.8,270.97,5378.0,4.46,True,nexsci
Kepler-314 c,0.001,0.003,0.021,0.26,0.0275,1188.0,999.0,3.007,5.9604,2.7648,10.8,270.97,5378.0,4.46,True,nexsci
Kepler-315 b,0.0,0.0,0.005,0.34,0.043,535.0,450.0,2.975,96.1011,8.3592,13.6,1199.5,5796.0,4.38,True,nexsci
Kepler-315 c,0.0,0.0,0.005,0.37,0.0506,381.0,320.0,2.962,265.4693,9.443,13.6,1199.5,5796.0,4.38,True,nexsci
Kepler-316 b,0.0,0.0,0.007,0.1,0.00377,1058.0,890.0,3.015,2.2405,1.4592,12.5,389.22,4204.0,4.74,True,nexsci
Kepler-316 c,0.0,0.0,0.006,0.1,0.00521,722.0,607.0,3.085,6.8278,2.4287,12.5,389.22,4204.0,4.74,True,nexsci
Kepler-317 b,0.0,0.0,0.0,0.19,0.345,1237.0,1041.0,4.393,5.5242,2.7411,13.7,965.85,5497.0,4.49,True,nexsci
Kepler-317 c,0.0,0.0,0.003,0.15,0.0113,1061.0,892.0,3.078,8.775,3.293,13.7,965.85,5497.0,4.49,True,nexsci
Kepler-318 b,0.004,0.006,0.021,0.42,0.0627,1519.0,1277.0,2.945,4.6627,2.7361,11.8,496.14,5746.0,4.33,True,nexsci
Kepler-318 c,0.0,0.001,0.01,0.33,0.0413,1109.0,933.0,2.978,11.815,2.5234,11.8,496.14,5746.0,4.33,True,nexsci
Kepler-319 b,0.0,0.001,0.006,0.14,0.0104,1331.0,1119.0,3.089,4.3627,2.1983,12.2,510.83,5526.0,4.49,True,nexsci
Kepler-319 c,0.0,0.001,0.008,0.23,0.0233,1144.0,962.0,3.019,6.9414,1.7889,12.2,510.83,5526.0,4.49,True,nexsci
Kepler-319 d,0.0,0.0,0.006,0.2,0.0184,688.0,578.0,3.04,31.7819,3.8318,12.2,510.83,5526.0,4.49,True,nexsci
Kepler-31 b,0.0,0.001,0.008,0.49,0.0816,1004.0,844.0,2.924,20.8613,5.1495,13.9,1747.58,6340.0,4.7,True,nexsci
Kepler-31 c,0.0,0.001,0.0,0.47,4.7,788.0,662.0,4.717,42.6318,6.1759,13.9,1747.58,6340.0,4.7,True,nexsci
Kepler-31 d,0.0,0.0,0.0,0.35,6.8,635.0,534.0,5.144,87.6451,8.9429,13.9,1747.58,6340.0,4.7,True,nexsci
Kepler-320 b,0.0,0.0,0.004,0.1,0.00489,1333.0,1121.0,3.066,8.3716,4.2379,12.3,846.74,6435.0,4.42,True,nexsci
Kepler-320 c,0.0,0.0,0.004,0.12,0.00771,1032.0,868.0,3.109,17.9349,5.495,12.3,846.74,6435.0,4.42,True,nexsci
Kepler-321 b,0.001,0.001,0.007,0.16,0.0119,1504.0,1265.0,3.072,4.9154,2.7969,11.2,388.83,5740.0,4.3,True,nexsci
Kepler-321 c,0.0,0.001,0.007,0.21,0.0189,1083.0,910.0,3.039,13.0939,2.1836,11.2,388.83,5740.0,4.3,True,nexsci
Kepler-322 b,0.001,0.001,0.006,0.09,0.00317,1774.0,1492.0,2.987,1.6539,1.6841,11.8,405.16,5388.0,4.5,True,nexsci
Kepler-322 c,0.0,0.001,0.007,0.15,0.0108,1291.0,1085.0,3.081,4.3372,2.471,11.8,405.16,5388.0,4.5,True,nexsci
Kepler-323 b,0.003,0.001,0.0,0.13,2.153,2229.0,1874.0,5.513,1.6783,2.3339,11.4,460.8,5987.0,4.31,True,nexsci
Kepler-323 c,0.001,0.001,0.0,0.14,0.251,1739.0,1462.0,4.471,3.5538,3.0447,11.4,460.8,5987.0,4.31,True,nexsci
Kepler-324 b,0.0,0.0,0.005,0.1,0.00489,1221.0,1027.0,3.066,4.3853,2.4987,12.3,508.94,5194.0,4.53,True,nexsci
Kepler-324 c,0.0,0.0,0.011,0.28,0.0317,535.0,450.0,2.998,51.8056,6.588,12.3,508.94,5194.0,4.53,True,nexsci
Kepler-325 b,0.001,0.001,0.006,0.26,0.0277,1433.0,1205.0,3.007,4.5444,1.7405,13.4,843.12,5752.0,4.41,True,nexsci
Kepler-325 c,0.0,0.0,0.003,0.23,0.022,1018.0,856.0,3.025,12.7622,1.8384,13.4,843.12,5752.0,4.41,True,nexsci
Kepler-325 d,0.0,0.0,0.004,0.25,0.0258,703.0,591.0,3.013,38.7152,3.4661,13.4,843.12,5752.0,4.41,True,nexsci
Kepler-326 b,0.001,0.001,0.001,0.14,0.14,1464.0,1231.0,4.273,2.2483,1.9958,11.7,494.3,5105.0,4.56,True,nexsci
Kepler-326 c,0.0,0.001,0.001,0.13,0.055,1159.0,975.0,3.941,4.5804,2.1129,11.7,494.3,5105.0,4.56,True,nexsci
Kepler-326 d,0.0,0.0,0.001,0.11,0.022,1019.0,857.0,3.67,6.7669,1.6562,11.7,494.3,5105.0,4.56,True,nexsci
Kepler-327 b,0.0,0.001,0.01,0.1,0.00444,895.0,753.0,3.05,2.5496,1.8008,12.0,243.68,3799.0,4.76,True,nexsci
Kepler-327 c,0.0,0.0,0.0,0.09,0.064,703.0,592.0,4.273,5.2123,2.2771,12.0,243.68,3799.0,4.76,True,nexsci
Kepler-327 d,0.0,0.0,0.007,0.15,0.0115,508.0,427.0,3.08,13.9695,1.4165,12.0,243.68,3799.0,4.76,True,nexsci
Kepler-328 b,,,,0.2,0.09,,,3.725,34.921,9.8741,14.2,2354.42,5914.0,4.48,True,nexsci
Kepler-328 c,,,,0.48,0.124,,,3.122,71.312,8.7811,14.2,2354.42,5914.0,4.48,True,nexsci
Kepler-329 b,0.0,0.0,0.006,0.13,0.008,713.0,599.0,3.103,7.4164,2.1984,12.7,445.2,4257.0,4.74,True,nexsci
Kepler-329 c,0.0,0.0,0.009,0.17,0.0138,524.0,440.0,3.063,18.6847,3.9193,12.7,445.2,4257.0,4.74,True,nexsci
Kepler-32 b,0.0,0.001,0.0,0.2,4.1,728.0,612.0,5.422,5.9012,2.2588,12.8,326.85,3900.0,4.64,True,nexsci
Kepler-32 c,0.0,0.0,0.0,0.18,0.5,543.0,456.0,4.592,8.7522,2.4246,12.8,326.85,3900.0,4.64,True,nexsci
Kepler-32 d,0.0,0.0,0.01,0.24,0.0244,452.0,380.0,3.018,22.7802,3.2438,12.8,326.85,3900.0,4.64,True,nexsci
Kepler-32 e,0.0,0.001,0.007,0.13,0.00899,896.0,754.0,3.094,2.896,1.7259,12.8,326.85,3900.0,4.64,True,nexsci
Kepler-32 f,0.0,0.0,0.009,0.07,0.0015,1428.0,1201.0,2.844,0.743,1.0879,12.8,326.85,3900.0,4.64,True,nexsci
Kepler-330 b,0.0,0.0,0.003,0.12,0.00752,909.0,765.0,3.112,8.2598,2.982,13.3,732.46,5117.0,4.64,True,nexsci
Kepler-330 c,0.0,0.0,0.005,0.17,0.014,731.0,615.0,3.059,15.9554,4.0285,13.3,732.46,5117.0,4.64,True,nexsci
Kepler-331 b,0.0,0.0,0.007,0.16,0.0125,684.0,576.0,3.072,8.4575,2.2621,13.3,589.63,4347.0,4.77,True,nexsci
Kepler-331 c,0.0,0.0,0.006,0.16,0.0127,539.0,453.0,3.068,17.2811,2.7385,13.3,589.63,4347.0,4.77,True,nexsci
Kepler-331 d,0.0,0.0,0.004,0.15,0.0105,438.0,368.0,3.087,32.1343,2.6959,13.3,589.63,4347.0,4.77,True,nexsci
Kepler-332 b,0.0,0.0,0.005,0.1,0.00537,911.0,766.0,3.09,7.6263,2.3688,12.0,347.65,4955.0,4.61,True,nexsci
Kepler-332 c,0.0,0.0,0.005,0.1,0.00416,714.0,600.0,3.04,15.9956,3.3792,12.0,347.65,4955.0,4.61,True,nexsci
Kepler-332 d,0.0,0.0,0.004,0.1,0.00553,555.0,466.0,3.095,34.2115,4.7088,12.0,347.65,4955.0,4.61,True,nexsci
Kepler-333 b,0.0,0.0,0.001,0.12,0.089,603.0,507.0,4.2,12.5512,3.2021,12.1,327.47,4259.0,4.73,True,nexsci
Kepler-333 c,0.0,0.0,0.006,0.1,0.00444,484.0,407.0,3.05,24.0882,3.9696,12.1,327.47,4259.0,4.73,True,nexsci
Kepler-334 b,0.0,0.0,0.005,0.1,0.00459,1400.0,1177.0,3.056,5.4703,3.0408,11.4,431.86,5828.0,4.38,True,nexsci
Kepler-334 c,0.0,0.0,0.006,0.13,0.00829,1057.0,889.0,3.098,12.758,4.1484,11.4,431.86,5828.0,4.38,True,nexsci
Kepler-334 d,0.0,0.0,0.004,0.13,0.00809,843.0,709.0,3.101,25.0985,2.7865,11.4,431.86,5828.0,4.38,True,nexsci
Kepler-335 b,0.001,0.001,0.005,0.3,0.0359,1674.0,1407.0,2.989,6.5623,3.9587,12.5,1327.48,5877.0,4.02,True,nexsci
Kepler-335 c,0.0,0.0,0.004,0.27,0.0303,768.0,646.0,3.0,67.8445,12.0696,12.5,1327.48,5877.0,4.02,True,nexsci
Kepler-336 b,0.001,0.0,0.004,0.09,0.00328,2112.0,1776.0,2.992,2.0248,2.695,12.1,2331.54,5867.0,4.26,True,nexsci
Kepler-336 c,0.0,0.001,0.005,0.19,0.0159,1265.0,1063.0,3.052,9.6,4.2543,12.1,2331.54,5867.0,4.26,True,nexsci
Kepler-336 d,0.0,0.0,0.005,0.21,0.0195,978.0,822.0,3.036,20.6788,4.5776,12.1,2331.54,5867.0,4.26,True,nexsci
Kepler-337 b,0.002,0.001,0.005,0.14,0.0094,2038.0,1714.0,3.094,3.2928,4.7681,11.2,691.41,5684.0,4.0,True,nexsci
Kepler-337 c,0.0,0.001,0.006,0.18,0.0153,1418.0,1192.0,3.054,9.6932,5.5769,11.2,691.41,5684.0,4.0,True,nexsci
Kepler-338 b,0.0,0.001,0.002,0.22,0.096,1310.0,1101.0,3.7,13.727,7.3179,10.8,561.69,5923.0,4.02,True,nexsci
Kepler-338 c,0.0,0.001,0.008,0.21,0.0191,1080.0,908.0,3.035,24.3109,8.929,10.8,561.69,5923.0,4.02,True,nexsci
Kepler-338 d,0.0,0.001,0.01,0.27,0.0292,884.0,743.0,3.003,44.431,10.3889,10.8,561.69,5923.0,4.02,True,nexsci
Kepler-338 e,,,,0.14,0.027,,,3.54,9.341,6.215,10.8,561.69,5923.0,4.02,True,nexsci
Kepler-339 b,0.0,0.0,0.005,0.13,0.00819,1232.0,1036.0,3.1,4.9777,2.5378,12.9,627.67,5631.0,4.59,True,nexsci
Kepler-339 c,0.0,0.0,0.001,0.1,0.023,1100.0,925.0,3.73,6.9881,2.995,12.9,627.67,5631.0,4.59,True,nexsci
Kepler-339 d,0.0,0.0,0.0,0.1,0.046,957.0,805.0,4.023,10.5583,3.3739,12.9,627.67,5631.0,4.59,True,nexsci
Kepler-33 b,0.0,0.0,0.003,0.15,0.0116,1755.0,1476.0,3.078,5.6679,4.8919,12.6,1252.84,5904.0,4.03,True,nexsci
Kepler-33 c,0.0,0.001,0.13,0.28,0.00123,1325.0,1114.0,1.574,13.1756,6.5885,12.6,1252.84,5904.0,4.03,True,nexsci
Kepler-33 d,0.0,0.002,0.057,0.48,0.0123,1120.0,942.0,2.127,21.776,7.9448,12.6,1252.84,5904.0,4.03,True,nexsci
Kepler-33 e,0.0,0.001,0.016,0.36,0.01753,988.0,831.0,2.528,31.7844,8.8081,12.6,1252.84,5904.0,4.03,True,nexsci
Kepler-33 f,0.0,0.001,0.012,0.4,0.03036,907.0,763.0,2.677,41.029,9.9319,12.6,1252.84,5904.0,4.03,True,nexsci
Kepler-340 b,0.0,0.001,0.006,0.23,0.0218,1411.0,1186.0,3.024,14.8444,5.6539,11.6,827.41,6620.0,4.06,True,nexsci
Kepler-340 c,0.0,0.001,0.008,0.3,0.0355,1224.0,1029.0,2.987,22.8247,6.499,11.6,827.41,6620.0,4.06,True,nexsci
Kepler-341 b,0.0,0.0,0.003,0.1,0.00553,1421.0,1195.0,3.095,5.1955,3.817,13.0,1079.46,6012.0,4.44,True,nexsci
Kepler-341 c,0.0,0.0,0.004,0.15,0.0111,1231.0,1035.0,3.076,8.0104,4.2666,13.0,1079.46,6012.0,4.44,True,nexsci
Kepler-341 d,0.0,0.0,0.004,0.17,0.0128,816.0,686.0,3.066,27.6663,6.2249,13.0,1079.46,6012.0,4.44,True,nexsci
Kepler-341 e,0.0,0.0,0.004,0.18,0.0145,708.0,595.0,3.055,42.4733,8.017,13.0,1079.46,6012.0,4.44,True,nexsci
Kepler-342 b,0.0,0.0,0.005,0.2,0.0179,1200.0,1009.0,3.041,15.1703,3.9983,12.0,799.59,6175.0,4.19,True,nexsci
Kepler-342 c,0.0,0.0,0.002,0.17,0.0142,998.0,839.0,3.06,26.2341,2.436,12.0,799.59,6175.0,4.19,True,nexsci
Kepler-342 d,0.0,0.0,0.005,0.22,0.0213,873.0,734.0,3.03,39.4594,8.1648,12.0,799.59,6175.0,4.19,True,nexsci
Kepler-342 e,,,,0.08,0.00193,,,2.885,1.6442,2.7822,12.0,799.59,6175.0,4.19,True,nexsci
Kepler-343 b,0.0,0.001,0.004,0.21,0.0201,1342.0,1129.0,3.033,8.9686,4.4376,12.7,952.34,5807.0,4.18,True,nexsci
Kepler-343 c,0.0,0.0,0.002,0.18,0.0149,974.0,819.0,3.057,23.2218,2.507,12.7,952.34,5807.0,4.18,True,nexsci
Kepler-344 b,0.0,0.0,0.003,0.23,0.023,838.0,705.0,3.021,21.9639,2.7177,13.7,1032.08,5774.0,4.45,True,nexsci
Kepler-344 c,0.0,0.0,0.004,0.26,0.0283,469.0,395.0,3.006,125.5968,7.5336,13.7,1032.08,5774.0,4.45,True,nexsci
Kepler-345 b,0.0,0.0,0.006,0.07,0.00157,792.0,666.0,2.951,7.4156,2.076,11.6,362.46,4504.0,4.68,True,nexsci
Kepler-345 c,0.0,0.0,0.005,0.11,0.00692,733.0,616.0,3.176,9.3874,1.5552,11.6,362.46,4504.0,4.68,True,nexsci
Kepler-346 b,0.0,0.001,0.004,0.24,0.0238,1311.0,1103.0,3.021,6.5111,1.5905,13.6,1012.42,6033.0,4.46,True,nexsci
Kepler-346 c,0.0,0.0,0.004,0.27,0.0303,852.0,717.0,3.0,23.8515,2.4278,13.6,1012.42,6033.0,4.46,True,nexsci
Kepler-347 b,0.0,0.0,0.006,0.18,0.0143,1053.0,885.0,3.059,12.7984,6.354,13.0,1349.45,6088.0,4.47,True,nexsci
Kepler-347 c,0.0,0.0,0.003,0.16,0.0117,816.0,686.0,3.076,27.3209,3.9264,13.0,1349.45,6088.0,4.47,True,nexsci
Kepler-348 b,0.0,0.0,0.004,0.14,0.0092,1498.0,1260.0,3.091,7.0568,1.9201,11.4,580.2,6177.0,4.24,True,nexsci
Kepler-348 c,0.0,0.0,0.004,0.12,0.00733,1112.0,935.0,3.108,17.2654,5.1864,11.4,580.2,6177.0,4.24,True,nexsci
Kepler-349 b,0.0,0.0,0.0,0.17,0.297,1292.0,1086.0,4.406,5.9298,2.4534,13.2,966.63,5956.0,4.52,True,nexsci
Kepler-349 c,0.0,0.0,0.004,0.17,0.0142,1016.0,855.0,3.06,12.2476,3.3744,13.2,966.63,5956.0,4.52,True,nexsci
Kepler-34 b,,,,0.76,0.22,350.0,294.0,2.97,288.822,,13.2,1499.0,5913.0,4.33,True,nexsci
Kepler-350 b,0.0,0.0,0.003,0.17,0.0128,1361.0,1144.0,3.066,11.1896,5.1192,12.4,983.79,6186.0,4.15,True,nexsci
Kepler-350 c,,,,0.28,0.019,,,2.788,17.849,5.5119,12.4,983.79,6186.0,4.15,True,nexsci
Kepler-350 d,,,,0.25,0.047,,,3.27,26.136,6.6041,12.4,983.79,6186.0,4.15,True,nexsci
Kepler-351 b,0.0,0.0,0.009,0.27,0.015,645.0,542.0,2.698,37.0549,4.8641,14.1,1117.85,5643.0,4.56,True,nexsci
Kepler-351 c,0.0,0.0,0.004,0.28,0.035,557.0,468.0,3.029,57.2481,6.0919,14.1,1117.85,5643.0,4.56,True,nexsci
Kepler-351 d,,,,0.24,0.0247,,,3.016,142.5442,8.9491,14.1,1117.85,5643.0,4.56,True,nexsci
Kepler-352 b,0.0,0.0,0.008,0.08,0.00178,905.0,761.0,2.872,10.0554,2.773,11.1,254.59,5212.0,4.57,True,nexsci
Kepler-352 c,0.0,0.0,0.005,0.11,0.00651,768.0,646.0,3.117,16.333,2.0497,11.1,254.59,5212.0,4.57,True,nexsci
Kepler-353 b,0.0,0.0,0.006,0.08,0.00201,701.0,589.0,2.902,5.7953,2.286,12.8,388.92,3903.0,4.75,True,nexsci
Kepler-353 c,0.0,0.0,0.006,0.12,0.0078,621.0,522.0,3.106,8.4109,2.3762,12.8,388.92,3903.0,4.75,True,nexsci
Kepler-354 b,0.0,0.0,0.006,0.16,0.0127,939.0,789.0,3.068,5.4767,2.4857,13.2,562.96,4648.0,4.63,True,nexsci
Kepler-354 c,0.0,0.0,0.003,0.12,0.00714,643.0,541.0,3.112,16.9344,3.456,13.2,562.96,4648.0,4.63,True,nexsci
Kepler-354 d,0.0,0.0,0.003,0.11,0.00651,571.0,480.0,3.117,24.2098,4.4141,13.2,562.96,4648.0,4.63,True,nexsci
Kepler-355 b,0.0,0.0,0.002,0.13,0.00859,1149.0,966.0,3.1,11.0319,4.518,13.7,1493.7,6184.0,4.44,True,nexsci
Kepler-355 c,0.0,0.0,0.005,0.24,0.0245,867.0,729.0,3.016,25.7623,6.895,13.7,1493.7,6184.0,4.44,True,nexsci
Kepler-356 b,0.001,0.001,0.005,0.14,0.00972,1699.0,1429.0,3.09,4.6127,3.0018,11.7,722.14,6133.0,4.26,True,nexsci
Kepler-356 c,0.0,0.0,0.004,0.16,0.0124,1196.0,1006.0,3.074,13.1216,3.5057,11.7,722.14,6133.0,4.26,True,nexsci
Kepler-357 b,0.0,0.0,0.004,0.16,0.0127,1048.0,881.0,3.068,6.4754,2.6617,13.4,702.21,5036.0,4.5,True,nexsci
Kepler-357 c,0.0,0.0,0.004,0.24,0.0239,760.0,639.0,3.019,16.8584,2.1201,13.4,702.21,5036.0,4.5,True,nexsci
Kepler-357 d,0.0,0.0,0.007,0.31,0.0366,530.0,446.0,2.986,49.4999,6.3192,13.4,702.21,5036.0,4.5,True,nexsci
Kepler-358 b,0.0,0.0,0.003,0.24,0.0247,721.0,606.0,3.016,34.0605,2.4521,13.7,1136.1,5908.0,4.5,True,nexsci
Kepler-358 c,0.0,0.0,0.004,0.25,0.0267,535.0,450.0,3.011,83.4884,6.485,13.7,1136.1,5908.0,4.5,True,nexsci
Kepler-359 b,0.0,0.0,0.004,0.32,0.0384,887.0,746.0,2.982,25.5632,4.4779,14.5,1502.22,6248.0,4.43,True,nexsci
Kepler-359 c,0.0,0.0,0.02,0.38,0.00912,675.0,568.0,2.186,57.688,4.1616,14.5,1502.22,6248.0,4.43,True,nexsci
Kepler-359 d,0.0,0.0,0.015,0.36,0.0085,613.0,516.0,2.216,77.0957,3.4752,14.5,1502.22,6248.0,4.43,True,nexsci
Kepler-35 b,,,,0.73,0.127,420.0,353.0,2.774,131.458,,13.9,1645.0,5606.0,4.36,True,nexsci
Kepler-360 b,0.0,0.0,0.003,0.15,0.0106,1704.0,1433.0,3.085,3.2897,2.3218,13.2,898.61,6053.0,4.42,True,nexsci
Kepler-360 c,0.0,0.0,0.003,0.19,0.0159,1305.0,1097.0,3.052,7.1864,1.4341,13.2,898.61,6053.0,4.42,True,nexsci
Kepler-361 b,0.0,0.0,0.004,0.13,0.00849,1396.0,1174.0,3.102,8.4866,5.269,12.2,955.76,6169.0,4.25,True,nexsci
Kepler-361 c,0.0,0.0,0.005,0.23,0.0217,748.0,629.0,3.026,55.188,9.0221,12.2,955.76,6169.0,4.25,True,nexsci
Kepler-362 b,0.0,0.0,0.004,0.08,0.00193,955.0,803.0,2.885,10.3272,1.944,12.8,1123.91,5788.0,4.64,True,nexsci
Kepler-362 c,0.0,0.0,0.004,0.13,0.00849,619.0,521.0,3.102,37.8663,4.9481,12.8,1123.91,5788.0,4.64,True,nexsci
Kepler-363 b,0.0,0.0,0.003,0.1,0.00521,1787.0,1503.0,3.085,3.6146,3.1879,11.7,779.76,5593.0,4.15,True,nexsci
Kepler-363 c,0.0,0.001,0.0,0.15,0.209,1393.0,1171.0,4.356,7.5424,4.7681,11.7,779.76,5593.0,4.15,True,nexsci
Kepler-363 d,0.0,0.001,0.006,0.18,0.0153,1197.0,1006.0,3.054,11.9321,6.3041,11.7,779.76,5593.0,4.15,True,nexsci
Kepler-364 b,0.0,0.0,0.003,0.14,0.00951,939.0,790.0,3.093,25.7457,7.003,12.4,915.02,6108.0,4.27,True,nexsci
Kepler-364 c,0.0,0.0,0.004,0.19,0.0166,709.0,597.0,3.048,59.9806,7.026,12.4,915.02,6108.0,4.27,True,nexsci
Kepler-365 b,0.0,0.0,0.004,0.18,0.0152,1128.0,949.0,3.056,10.6649,3.113,13.1,950.0,6012.0,4.43,True,nexsci
Kepler-365 c,0.0,0.0,0.003,0.15,0.0105,954.0,803.0,3.087,17.7841,4.013,13.1,950.0,6012.0,4.43,True,nexsci
Kepler-366 b,0.0,0.0,0.003,0.13,0.00859,1720.0,1446.0,3.1,3.282,2.8276,13.4,1959.31,6209.0,4.45,True,nexsci
Kepler-366 c,0.0,0.0,0.004,0.16,0.0121,1100.0,925.0,3.069,12.5162,4.871,13.4,1959.31,6209.0,4.45,True,nexsci
Kepler-367 b,0.0,0.0,0.008,0.12,0.00705,500.0,421.0,3.113,37.8157,4.632,10.7,189.05,4710.0,4.63,True,nexsci
Kepler-367 c,0.0,0.0,0.007,0.11,0.00588,446.0,375.0,3.105,53.5786,5.2368,10.7,189.05,4710.0,4.63,True,nexsci
Kepler-368 b,0.0,0.001,0.008,0.29,0.0336,1040.0,874.0,2.993,26.8477,10.008,11.2,788.3,5502.0,3.9,True,nexsci
Kepler-368 c,0.0,0.0,0.006,0.35,0.0451,747.0,628.0,2.97,72.3793,7.8919,11.2,788.3,5502.0,3.9,True,nexsci
Kepler-369 b,0.0,0.0,0.006,0.1,0.00474,815.0,685.0,3.061,2.7328,1.0368,12.4,260.32,3591.0,4.79,True,nexsci
Kepler-369 c,0.0,0.0,0.006,0.13,0.00809,460.0,387.0,3.101,14.8716,2.5819,12.4,260.32,3591.0,4.79,True,nexsci
Kepler-36 b,0.0,0.0,0.003,0.13,0.014,1274.0,1072.0,3.293,13.8399,7.4216,10.8,470.0,5911.0,4.04,True,nexsci
Kepler-36 c,0.001,0.003,0.027,0.33,0.025,1208.0,1016.0,2.76,16.2386,7.4424,10.8,470.0,5911.0,4.04,True,nexsci
Kepler-370 b,0.0,0.0,0.004,0.14,0.00993,1370.0,1152.0,3.087,4.5795,3.025,13.6,1207.64,5852.0,4.53,True,nexsci
Kepler-370 c,0.0,0.0,0.003,0.17,0.0136,851.0,715.0,3.067,19.0229,3.397,13.6,1207.64,5852.0,4.53,True,nexsci
Kepler-371 b,0.0,0.0,0.004,0.17,0.0133,723.0,608.0,3.062,34.7633,4.1736,12.3,832.54,5666.0,4.39,True,nexsci
Kepler-371 c,0.0,0.0,0.004,0.16,0.012,578.0,486.0,3.071,67.968,7.8991,12.3,832.54,5666.0,4.39,True,nexsci
Kepler-372 b,0.0,0.0,0.002,0.12,0.00761,1455.0,1224.0,3.11,6.8497,4.5761,13.6,1561.17,6509.0,4.41,True,nexsci
Kepler-372 c,0.0,0.0,0.004,0.19,0.0158,1016.0,854.0,3.054,20.0538,6.942,13.6,1561.17,6509.0,4.41,True,nexsci
Kepler-372 d,0.0,0.0,0.003,0.15,0.011,889.0,747.0,3.078,30.0926,7.927,13.6,1561.17,6509.0,4.41,True,nexsci
Kepler-373 b,0.0,0.0,0.004,0.12,0.00761,1242.0,1044.0,3.11,5.5353,2.8213,12.9,1125.74,5787.0,4.56,True,nexsci
Kepler-373 c,0.0,0.0,0.003,0.11,0.00651,857.0,721.0,3.117,16.7259,2.8752,12.9,1125.74,5787.0,4.56,True,nexsci
Kepler-374 b,0.001,0.0,0.005,0.09,0.0034,1920.0,1615.0,2.998,1.8978,2.6957,13.1,1312.67,5977.0,4.48,True,nexsci
Kepler-374 c,0.0,0.0,0.004,0.1,0.0043,1595.0,1342.0,3.045,3.2828,3.2436,13.1,1312.67,5977.0,4.48,True,nexsci
Kepler-374 d,0.0,0.0,0.004,0.12,0.00714,1382.0,1162.0,3.112,5.0282,3.5644,13.1,1312.67,5977.0,4.48,True,nexsci
Kepler-375 b,0.0,0.0,0.002,0.13,0.00849,963.0,810.0,3.102,12.1259,3.2021,14.1,1283.8,5826.0,4.57,True,nexsci
Kepler-375 c,0.0,0.0,0.004,0.24,0.0236,815.0,686.0,3.021,19.9863,3.8088,14.1,1283.8,5826.0,4.57,True,nexsci
Kepler-376 b,0.0,0.0,0.004,0.1,0.0039,1539.0,1294.0,3.03,4.9202,4.0361,12.3,948.06,5900.0,4.3,True,nexsci
Kepler-376 c,0.0,0.0,0.003,0.16,0.0121,1084.0,911.0,3.069,14.1723,2.5289,12.3,948.06,5900.0,4.3,True,nexsci
